Rk,Player,Age,Team,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,RF/9,lgRF9,RF/G,lgRFG,PB,WP,SB,CS,CS%,Pick,Pos,Awards,-9999
1062,AJ Blubaugh,24,HOU,AL,11,3,0,32.0,3,1,2,0,1,1.000,,,0,0,0.84,1.24,0.27,1.22,,,,,,,1,,blubaaj01
1063,Kyle Bradish,28,BAL,AL,6,6,0,32.0,2,1,1,0,0,1.000,,,0,0,0.56,1.24,0.33,1.22,,,,,,,/1,,bradiky01
1064,Corey Julks,29,CHW,AL,5,4,1,32.0,10,10,0,0,0,1.000,1,19,1,38,2.81,2.28,2.00,2.26,,,,,,,/7DH,,julksco01
1065,George Valera,24,CLE,AL,5,4,2,32.0,5,5,0,0,0,1.000,-1,-30,-2,-75,1.41,2.28,1.00,2.26,,,,,,,D/9H,,valerge01
1066,Hayden Wesneski,27,HOU,AL,6,6,0,32.0,3,1,2,0,0,1.000,,,0,0,0.84,1.24,0.50,1.22,,,,,,,/1,,wesneha01
1067,José Castillo,29,4TM,2LG,29,0,0,32.0,6,2,3,1,0,.833,,,0,0,1.41,1.32,0.17,1.32,,,,,,,1,,castijo03
1067,José Castillo,29,2TM,NL,21,0,0,21.2,6,2,3,1,0,.833,,,0,0,2.08,1.37,0.24,1.35,,,,,,,1,,castijo03
1067,José Castillo,29,2TM,AL,8,0,0,10.1,0,0,0,0,0,,,,0,0,0.00,1.22,0.00,1.23,,,,,,,/1,,castijo03
1067,José Castillo,29,ARI,NL,5,0,0,6.1,2,1,1,0,0,1.000,,,0,0,2.84,1.42,0.40,1.36,,,,,,,/1,,castijo03
1067,José Castillo,29,NYM,NL,16,0,0,15.1,4,1,2,1,0,.750,,,0,0,1.76,1.35,0.19,1.35,,,,,,,1,,castijo03
1067,José Castillo,29,SEA,AL,3,0,0,3.0,0,0,0,0,0,,,,0,0,0.00,1.20,0.00,1.23,,,,,,,/1,,castijo03
1067,José Castillo,29,BAL,AL,5,0,0,7.1,0,0,0,0,0,,,,0,0,0.00,1.23,0.00,1.22,,,,,,,/1,,castijo03
1068,Tommy Nance,34,TOR,AL,30,0,0,31.2,7,2,4,1,0,.857,,,-1,-6,1.71,1.25,0.20,1.22,,,,,,,1,,nanceto01
1069,Zach Agnos,24,COL,NL,30,0,0,31.1,8,4,4,0,0,1.000,,,1,6,2.30,1.38,0.27,1.35,,,,,,,1,,agnosza01
1070,Bubba Chandler,22,PIT,NL,7,4,0,31.1,6,3,3,0,0,1.000,,,1,6,1.72,1.38,0.86,1.36,,,,,,,/1,,chandbu01
1071,Sawyer Gipson-Long,27,DET,AL,8,3,0,31.1,6,3,2,1,0,.833,,,-1,-6,1.44,1.24,0.63,1.23,,,,,,,/1,,gipsosa01
1072,Brandon Waddell,31,NYM,NL,11,1,0,31.1,4,2,2,0,0,1.000,,,0,0,1.15,1.38,0.36,1.35,,,,,,,1,,waddebr01
1073,Cam Booser,33,CHW,AL,39,0,0,31.0,2,0,1,1,0,.500,,,0,0,0.29,1.25,0.03,1.22,,,,,,,1,,booseca01
1074,Nic Enright,28,CLE,AL,27,0,0,31.0,2,0,2,0,1,1.000,,,0,0,0.58,1.25,0.07,1.22,,,,,,,1,,enrigni01
1075,Matt Gage,32,2TM,2LG,33,2,0,31.0,6,4,1,1,0,.833,,,-3,-19,1.45,1.36,0.15,1.33,,,,,,,1,,gagema01
1075,Matt Gage,32,DET,AL,6,0,0,5.2,0,0,0,0,0,,,,-2,-71,0.00,1.27,0.00,1.22,,,,,,,/1,,gagema01
1075,Matt Gage,32,SFG,NL,27,2,0,25.1,6,4,1,1,0,.833,,,-1,-8,1.78,1.39,0.19,1.35,,,,,,,1,,gagema01
1076,Josh Simpson,27,MIA,NL,31,0,0,30.2,3,1,2,0,0,1.000,,,-1,-7,0.88,1.38,0.10,1.35,,,,,,,1,,simpsjo02
1077,Ryan Feltner,28,COL,NL,6,6,0,30.1,1,0,1,0,0,1.000,,,-3,-20,0.30,1.36,0.17,1.35,,,,,,,/1,,feltnry01
1078,Ryan Fernandez,27,STL,NL,32,0,0,30.1,6,2,2,2,1,.667,,,0,0,1.19,1.36,0.13,1.35,,,,,,,1,,fernary01
1079,Manuel Rodríguez,28,TBR,AL,31,0,0,30.1,7,2,5,0,0,1.000,,,-1,-7,2.08,1.25,0.23,1.22,,,,,,,1,,rodrima01
1080,Adam Mazur,24,MIA,NL,6,6,0,30.0,4,1,3,0,0,1.000,,,1,7,1.20,1.38,0.67,1.35,,,,,,,/1,,mazurad01
1081,Erik Miller,27,SFG,NL,36,0,0,30.0,6,0,6,0,0,1.000,,,1,7,1.80,1.38,0.17,1.35,,,,,,,1,,milleer01
1082,Pierson Ohl,25,MIN,AL,14,3,0,30.0,2,0,2,0,0,1.000,,,0,0,0.60,1.23,0.14,1.22,,,,,,,1,,ohlpi01
1083,Jonathan Loáisiga,30,NYY,AL,30,0,0,29.2,11,4,7,0,0,1.000,,,3,20,3.34,1.24,0.37,1.22,,,,,,,1,,loaisjo01
1084,Matt Sauer,26,LAD,NL,10,1,0,29.2,2,1,1,0,0,1.000,,,-1,-7,0.61,1.37,0.20,1.35,,,,,,,1,,sauerma01
1085,Kai-Wei Teng,26,SFG,NL,8,7,0,29.2,4,2,1,1,0,.750,,,-1,-7,0.91,1.37,0.38,1.35,,,,,,,/1,,tengka01
1086,Carson Fulmer,31,LAA,AL,13,0,0,29.1,8,2,6,0,0,1.000,,,1,7,2.45,1.23,0.62,1.22,,,,,,,1,,fulmeca01
1087,Jaden Hill,25,COL,NL,28,0,0,29.1,6,4,2,0,0,1.000,,,-1,-7,1.84,1.38,0.21,1.35,,,,,,,1,,hillja01
1088,Erik Sabrowski,27,CLE,AL,33,0,0,29.1,1,0,1,0,0,1.000,,,-1,-7,0.31,1.23,0.03,1.22,,,,,,,1,,sabroer01
1089,Dan Altavilla,32,CHW,AL,28,0,0,29.0,7,4,3,0,0,1.000,,,-1,-7,2.17,1.24,0.25,1.22,,,,,,,1,,altavda01
1090,Sandy León,36,ATL,NL,5,3,2,29.0,34,34,0,0,0,1.000,-1,-41,0,0,10.55,8.94,6.80,8.80,0,2,3,0,0.0,0,/2,,leonsa01
1091,Tristan Peters,25,TBR,AL,4,4,2,29.0,9,9,0,0,0,1.000,0,4,-1,-41,2.79,2.27,2.25,2.25,,,,,,,/8,,petertr01
1092,Andrew Saalfrank,27,ARI,NL,28,0,0,29.0,0,0,0,0,0,,,,-1,-7,0.00,1.37,0.00,1.35,,,,,,,1,,saalfan01
1093,Eduardo Salazar,27,WSN,NL,30,0,0,29.0,7,2,5,0,0,1.000,,,-1,-7,2.17,1.37,0.23,1.35,,,,,,,1,,salazed01
1094,JT Brubaker,31,2TM,2LG,17,1,0,28.2,2,1,1,0,0,1.000,,,0,0,0.63,1.29,0.12,1.26,,,,,,,1,,brubajt01
1094,JT Brubaker,31,NYY,AL,12,0,0,16.0,1,0,1,0,0,1.000,,,0,0,0.56,1.24,0.08,1.22,,,,,,,1,,brubajt01
1094,JT Brubaker,31,SFG,NL,5,1,0,12.2,1,1,0,0,0,1.000,,,0,0,0.71,1.35,0.20,1.36,,,,,,,/1,,brubajt01
1095,Konnor Pilkington,27,WSN,NL,32,0,0,28.1,4,0,4,0,0,1.000,,,2,14,1.27,1.37,0.13,1.35,,,,,,,1,,pilkiko01
1096,Nick Ahmed,35,TEX,AL,5,3,0,28.0,17,7,10,0,4,1.000,-1,-21,1,43,5.46,3.73,3.40,3.68,,,,,,,/6,,ahmedni01
1097,Vimael Machín,31,BAL,AL,4,3,2,28.0,9,3,6,0,1,1.000,-1,-60,1,43,2.89,2.48,2.25,2.43,,,,,,,/5,,machivi01
1098,Nick Maton,28,CHW,AL,8,2,1,28.0,27,20,6,1,2,.963,-1,-51,0,0,8.36,7.01,3.25,6.01,,,,,,,D/H3479,,matonni01
1099,Bryan Ramos,23,CHW,AL,4,3,3,28.0,8,3,5,0,2,1.000,1,51,1,43,2.57,2.48,2.00,2.43,,,,,,,/5H,,ramosbr01
1100,Tayler Scott,33,2TM,2LG,24,0,0,27.1,6,2,3,1,0,.833,,,-3,-22,1.65,1.28,0.21,1.25,,,,,,,1,,scottta02
1100,Tayler Scott,33,HOU,AL,18,0,0,18.1,3,0,2,1,0,.667,,,-2,-22,0.98,1.23,0.11,1.22,,,,,,,1,,scottta02
1100,Tayler Scott,33,ARI,NL,6,0,0,9.0,3,2,1,0,0,1.000,,,-1,-22,3.00,1.40,0.50,1.35,,,,,,,/1,,scottta02
1101,Dairon Blanco,32,KCR,AL,5,3,0,27.0,6,6,0,0,0,1.000,1,22,0,0,2.00,2.27,1.20,2.26,,,,,,,/H78,,blancda02
1102,Sean Reynolds,27,SDP,NL,19,1,0,27.0,5,0,5,0,0,1.000,,,1,7,1.67,1.37,0.26,1.35,,,,,,,1,,reynose01
1103,Blake Treinen,37,LAD,NL,32,0,0,26.2,1,0,1,0,0,1.000,,,-1,-8,0.34,1.38,0.03,1.35,,,,,,,1,,treinbl01
1104,Grant Wolfram,28,BAL,AL,21,0,0,26.2,1,0,1,0,0,1.000,,,-1,-8,0.34,1.25,0.05,1.22,,,,,,,1,,wolfrgr01
1105,Hector Neris,36,3TM,2LG,35,0,0,26.2,2,1,1,0,0,1.000,,,-1,-8,0.68,1.25,0.06,1.23,,,,,,,1,,nerishe01
1105,Hector Neris,36,2TM,AL,33,0,0,25.2,2,1,1,0,0,1.000,,,-1,-8,0.70,1.23,0.06,1.22,,,,,,,1,,nerishe01
1105,Hector Neris,36,ATL,NL,2,0,0,1.0,0,0,0,0,0,,,,0,0,0.00,1.80,0.00,1.35,,,,,,,/1,,nerishe01
1105,Hector Neris,36,LAA,AL,21,0,0,14.0,1,0,1,0,0,1.000,,,0,0,0.64,1.22,0.05,1.22,,,,,,,1,,nerishe01
1105,Hector Neris,36,HOU,AL,12,0,0,11.2,1,1,0,0,0,1.000,,,-1,-17,0.77,1.23,0.08,1.22,,,,,,,1,,nerishe01
1106,Collin Snider,29,SEA,AL,24,0,0,26.1,6,2,2,2,0,.667,,,0,0,1.37,1.23,0.17,1.22,,,,,,,1,,snideco01
1107,Kade Strowd,27,BAL,AL,25,0,0,26.1,4,3,0,1,1,.750,,,0,0,1.03,1.23,0.12,1.22,,,,,,,1,,strowka01
1108,Joel Payamps,31,2TM,NL,30,0,0,26.1,1,1,0,0,0,1.000,,,-1,-8,0.34,1.37,0.03,1.35,,,,,,,1,,payamjo01
1108,Joel Payamps,31,MIL,NL,28,0,0,23.2,1,1,0,0,0,1.000,,,-1,-8,0.38,1.37,0.04,1.35,,,,,,,1,,payamjo01
1108,Joel Payamps,31,ATL,NL,2,0,0,2.2,0,0,0,0,0,,,,0,0,0.00,1.35,0.00,1.35,,,,,,,/1,,payamjo01
1109,José Alvarado,30,PHI,NL,28,0,0,26.0,3,2,1,0,0,1.000,,,-2,-15,1.04,1.38,0.11,1.35,,,,,,,1,,alvarjo03
1110,Will Banfield,25,CIN,NL,7,2,1,26.0,38,37,0,1,0,.974,-1,-46,0,0,12.81,8.93,5.29,8.79,0,2,3,1,25.0,0,/2,,banfiwi01
1111,Ryan Brasier,37,CHC,NL,28,1,0,26.0,6,4,2,0,0,1.000,,,-1,-8,2.08,1.38,0.21,1.35,,,,,,,1,,brasiry01
1112,Connor Gillispie,27,MIA,NL,6,6,0,26.0,5,2,2,1,0,.800,,,-1,-8,1.38,1.38,0.67,1.35,,,,,,,/1,,gillico01
1113,Coco Montes,28,TBR,AL,5,3,1,26.0,9,3,6,0,1,1.000,1,28,1,46,3.12,3.39,1.80,3.02,,,,,,,/457,,monteco01
1114,Omar Narváez,33,CHW,AL,4,3,2,26.0,28,27,0,1,0,.964,-1,-46,-1,-46,9.35,9.14,6.75,9.00,0,1,6,0,0.0,0,/2,,narvaom01
1115,Nick Solak,30,PIT,NL,4,3,1,26.0,18,17,1,0,2,1.000,0,0,-3,-138,6.23,6.54,3.00,6.45,,,,,,,/347H,,solakni01
1116,Jonathan Ornelas,25,2TM,2LG,6,2,1,26.0,12,2,10,0,1,1.000,0,-14,1,46,4.15,3.43,1.71,3.54,,,,,,,/645,,orneljo01
1116,Jonathan Ornelas,25,TEX,AL,4,1,1,16.0,10,1,9,0,1,1.000,0,8,1,75,5.63,3.77,2.50,3.73,,,,,,,/64,,orneljo01
1116,Jonathan Ornelas,25,ATL,NL,2,1,0,10.0,2,1,1,0,0,1.000,0,-48,0,0,1.80,2.88,0.67,3.30,,,,,,,/65,,orneljo01
1117,McCade Brown,24,COL,NL,7,7,0,25.2,4,0,4,0,0,1.000,,,0,0,1.40,1.37,0.57,1.36,,,,,,,/1,,brownmc01
1118,Kevin Ginkel,31,ARI,NL,29,0,0,25.2,2,1,1,0,0,1.000,,,-2,-16,0.70,1.37,0.07,1.35,,,,,,,1,,ginkeke01
1119,Colin Holderman,29,PIT,NL,24,0,0,25.2,0,0,0,0,0,,,,-2,-16,0.00,1.37,0.00,1.35,,,,,,,1,,holdeco01
1120,Brooks Raley,37,NYM,NL,30,0,0,25.2,1,0,1,0,0,1.000,,,0,0,0.35,1.37,0.03,1.35,,,,,,,1,,raleybr01
1121,Kyle Backhus,27,ARI,NL,32,0,0,25.1,4,0,4,0,0,1.000,,,0,0,1.42,1.39,0.13,1.35,,,,,,,1,,backhky01
1122,Ian Gibaut,31,CIN,NL,25,0,0,25.1,4,2,1,1,0,.750,,,-1,-8,1.07,1.39,0.12,1.35,,,,,,,1,,gibauia01
1123,Logan Henderson,23,MIL,NL,5,5,0,25.1,0,0,0,0,0,,,,-1,-8,0.00,1.39,0.00,1.36,,,,,,,/1,,hendelo01
1124,Clayton Beeter,26,2TM,2LG,26,0,0,25.1,1,0,1,0,0,1.000,,,0,0,0.36,1.35,0.04,1.34,,,,,,,1,,beetecl01
1124,Clayton Beeter,26,NYY,AL,2,0,0,3.2,0,0,0,0,0,,,,0,0,0.00,1.23,0.00,1.20,,,,,,,/1,,beetecl01
1124,Clayton Beeter,26,WSN,NL,24,0,0,21.2,1,0,1,0,0,1.000,,,0,0,0.42,1.37,0.04,1.35,,,,,,,1,,beetecl01
1125,Jhostynxon García,22,BOS,AL,4,3,2,25.0,3,3,0,0,0,1.000,0,0,0,0,1.08,2.27,0.75,2.25,,,,,,,/79DH,,garcijh01
1126,Connor Phillips,24,CIN,NL,21,0,0,25.0,3,2,0,1,0,.667,,,0,0,0.72,1.37,0.10,1.35,,,,,,,1,,phillco01
1127,Anthony Veneziano,27,2TM,NL,26,1,0,25.0,6,2,3,1,1,.833,,,-1,-8,1.80,1.37,0.19,1.35,,,,,,,1,,venezan01
1127,Anthony Veneziano,27,MIA,NL,24,1,0,21.0,6,2,3,1,1,.833,,,-1,-10,2.14,1.37,0.21,1.35,,,,,,,1,,venezan01
1127,Anthony Veneziano,27,STL,NL,2,0,0,4.0,0,0,0,0,0,,,,0,0,0.00,1.35,0.00,1.35,,,,,,,/1,,venezan01
1128,Matt Bowman,34,BAL,AL,20,0,0,24.2,6,1,5,0,0,1.000,,,2,16,2.19,1.24,0.30,1.22,,,,,,,1,,bowmama01
1129,Jorge López,32,WSN,NL,26,0,0,24.2,1,0,1,0,0,1.000,,,-1,-8,0.36,1.39,0.04,1.35,,,,,,,1,,lopezjo02
1130,PJ Poulin,28,WSN,NL,28,0,0,24.2,6,1,4,1,0,.833,,,0,0,1.82,1.39,0.18,1.35,,,,,,,1,,poulipj01
1131,Paxton Schultz,27,TOR,AL,13,2,0,24.2,1,0,1,0,0,1.000,,,0,0,0.36,1.24,0.08,1.22,,,,,,,1,,schulpa01
1132,Mitch Farris,24,LAA,AL,5,5,0,24.1,4,2,2,0,0,1.000,,,1,8,1.48,1.22,0.80,1.22,,,,,,,/1,,farrimi01
1133,Easton Lucas,28,TOR,AL,6,5,0,24.1,3,0,3,0,0,1.000,,,0,0,1.11,1.22,0.50,1.22,,,,,,,/1,,lucasea01
1134,Orlando Ribalta,27,WSN,NL,22,0,0,24.1,7,3,4,0,0,1.000,,,0,0,2.59,1.37,0.32,1.35,,,,,,,1,,ribalor01
1135,J.D. Davis,32,LAA,AL,5,2,2,24.0,20,17,3,0,1,1.000,1,25,0,0,7.50,6.19,4.00,6.82,,,,,,,/3H5,,davisjd01
1136,Jacob Hurtubise,27,CIN,NL,6,2,1,24.0,6,6,0,0,0,1.000,0,20,0,0,2.25,2.25,1.00,2.22,,,,,,,/H79,,hurtuja01
1137,Michael Tonkin,35,MIN,AL,21,0,0,24.0,3,1,2,0,0,1.000,,,0,0,1.13,1.24,0.14,1.22,,,,,,,1,,tonkimi01
1138,Justin Dean,28,LAD,NL,17,0,0,23.2,7,7,0,0,0,1.000,-2,-91,0,0,2.66,2.28,0.41,2.22,,,,,,,8/H,,deanju01
1139,Justin Hagenman,28,NYM,NL,9,1,0,23.2,4,3,1,0,0,1.000,,,0,0,1.52,1.37,0.44,1.36,,,,,,,/1,,hagenju01
1140,Andrew Alvarez,26,WSN,NL,5,5,0,23.1,1,1,0,0,0,1.000,,,0,0,0.39,1.35,0.20,1.36,,,,,,,/1,,alvaran01
1141,Carson Whisenhunt,24,SFG,NL,5,5,0,23.1,4,3,1,0,1,1.000,,,1,9,1.54,1.35,0.80,1.36,,,,,,,/1,,whiseca01
1142,John Brebbia,35,2TM,2LG,22,0,0,23.1,3,1,2,0,1,1.000,,,0,0,1.16,1.27,0.14,1.24,,,,,,,1,,brebbjo01
1142,John Brebbia,35,DET,AL,19,0,0,18.2,3,1,2,0,1,1.000,,,0,0,1.45,1.25,0.16,1.22,,,,,,,1,,brebbjo01
1142,John Brebbia,35,ATL,NL,3,0,0,4.2,0,0,0,0,0,,,,0,0,0.00,1.35,0.00,1.37,,,,,,,/1,,brebbjo01
1143,Jordyn Adams,25,BAL,AL,9,1,0,23.0,6,6,0,0,0,1.000,0,10,0,0,2.35,2.27,0.67,2.26,,,,,,,/89H,,adamsjo03
1144,Zach Brzykcy,25,WSN,NL,26,0,0,23.0,0,0,0,0,0,,,,0,0,0.00,1.37,0.00,1.35,,,,,,,1,,brzykza01
1145,Justin Foscue,26,TEX,AL,3,3,2,23.0,12,10,2,0,2,1.000,1,31,0,0,4.70,8.02,4.00,7.93,,,,,,,/3DH,,foscuju01
1146,Brent Headrick,27,NYY,AL,17,0,0,23.0,4,0,4,0,0,1.000,,,1,9,1.57,1.25,0.24,1.22,,,,,,,1,,headrbr01
1147,Grant Holman,25,ATH,AL,22,2,0,23.0,2,1,0,1,1,.500,,,-1,-9,0.39,1.25,0.05,1.22,,,,,,,1,,holmagr01
1148,Brett Sullivan,31,PIT,NL,3,3,2,23.0,24,23,1,0,1,1.000,1,52,0,0,9.39,8.92,8.00,8.80,0,0,1,1,50.0,0,/2,,sullibr01
1149,Logan Porter,29,SFG,NL,5,2,1,22.2,21,21,0,0,1,1.000,0,0,0,0,8.34,8.66,4.20,7.32,0,0,0,0,,0,/21,,portelo01
1150,Justin Steele,29,CHC,NL,4,4,0,22.2,3,2,1,0,0,1.000,,,0,0,1.19,1.39,0.75,1.35,,,,,,,/1,,steelju01
1151,Cole Sulser,35,TBR,AL,18,0,0,22.2,2,1,1,0,1,1.000,,,0,0,0.79,1.23,0.11,1.22,,,,,,,1,,sulseco01
1152,Mason Barnett,24,ATH,AL,5,5,0,22.1,6,2,4,0,0,1.000,,,1,9,2.42,1.25,1.20,1.22,,,,,,,/1,,barnema02
1153,Joel Peguero,28,SFG,NL,17,0,0,22.1,2,0,2,0,0,1.000,,,-1,-9,0.81,1.37,0.12,1.35,,,,,,,1,,peguejo01
1154,Beau Brieske,27,DET,AL,22,1,0,22.0,5,0,5,0,0,1.000,,,0,0,2.05,1.23,0.23,1.22,,,,,,,1,,briesbe01
1155,Tsung-Che Cheng,23,PIT,NL,3,2,1,22.0,11,5,6,0,0,1.000,1,71,1,55,4.50,3.80,3.67,3.83,,,,,,,/64,,chengts01
1156,Bryce Jarvis,27,ARI,NL,12,0,0,22.0,3,1,2,0,0,1.000,,,0,0,1.23,1.35,0.25,1.35,,,,,,,1,,jarvibr01
1157,Joc Pederson,33,TEX,AL,5,2,2,22.0,20,18,2,0,2,1.000,-1,-38,1,55,8.18,7.28,4.00,6.80,,,,,,,DH/39,,pederjo01
1158,Hunter Strickland,36,LAA,AL,19,0,0,22.0,3,0,3,0,0,1.000,,,0,0,1.23,1.23,0.16,1.22,,,,,,,1,,strichu01
1159,Rhylan Thomas,25,SEA,AL,3,2,1,22.0,8,8,0,0,0,1.000,2,120,0,0,3.27,2.29,2.67,2.27,,,,,,,/97,,thomarh01
1160,Rob Zastryzny,33,MIL,NL,26,1,0,22.0,2,1,1,0,0,1.000,,,0,0,0.82,1.35,0.08,1.35,,,,,,,1,,zastrro01
1161,Cionel Pérez,29,BAL,AL,19,0,0,21.2,6,2,4,0,0,1.000,,,1,9,2.49,1.25,0.32,1.22,,,,,,,1,,perezci01
1162,Tyler Wells,30,BAL,AL,4,4,0,21.2,3,2,1,0,0,1.000,,,0,0,1.25,1.25,0.75,1.23,,,,,,,/1,,wellsty01
1163,Austin Cox,28,ATL,NL,13,1,0,21.1,3,2,1,0,0,1.000,,,-1,-9,1.27,1.35,0.23,1.35,,,,,,,1,,coxau01
1164,Yimi García,34,TOR,AL,22,0,0,21.0,2,1,0,1,0,.500,,,0,0,0.43,1.24,0.05,1.22,,,,,,,1,,garciyi01
1165,Andre Granillo,25,STL,NL,14,0,0,21.0,1,0,1,0,0,1.000,,,-1,-10,0.43,1.37,0.07,1.35,,,,,,,1,,granian01
1166,Luis Mey,24,CIN,NL,23,0,0,21.0,3,2,1,0,0,1.000,,,0,0,1.29,1.37,0.13,1.35,,,,,,,1,,meylu01
1167,Chris Stratton,34,2TM,2LG,15,0,0,21.0,2,1,1,0,0,1.000,,,-1,-10,0.86,1.24,0.13,1.25,,,,,,,1,,stratch01
1167,Chris Stratton,34,KCR,AL,12,0,0,17.0,2,1,1,0,0,1.000,,,-1,-12,1.06,1.22,0.17,1.22,,,,,,,1,,stratch01
1167,Chris Stratton,34,LAD,NL,3,0,0,4.0,0,0,0,0,0,,,,0,0,0.00,1.35,0.00,1.37,,,,,,,/1,,stratch01
1168,Chris Roycroft,28,STL,NL,20,0,0,20.2,2,1,1,0,0,1.000,,,-1,-10,0.87,1.39,0.10,1.35,,,,,,,1,,roycrch01
1169,Brandon Sproat,24,NYM,NL,4,4,0,20.2,6,4,1,1,1,.833,,,0,0,2.18,1.39,1.25,1.35,,,,,,,/1,,sproabr01
1170,Dane Dunning,30,2TM,2LG,12,0,0,20.2,0,0,0,0,0,,,,0,0,0.00,1.31,0.00,1.30,,,,,,,1,,dunnida01
1170,Dane Dunning,30,TEX,AL,5,0,0,10.2,0,0,0,0,0,,,,0,0,0.00,1.27,0.00,1.22,,,,,,,/1,,dunnida01
1170,Dane Dunning,30,ATL,NL,7,0,0,10.0,0,0,0,0,0,,,,0,0,0.00,1.35,0.00,1.36,,,,,,,/1,,dunnida01
1171,Sam Bachman,25,LAA,AL,23,0,0,20.1,3,1,1,1,1,.667,,,-1,-10,0.89,1.24,0.09,1.22,,,,,,,1,,bachmsa01
1172,Wikelman González,23,CHW,AL,16,0,0,20.1,1,0,1,0,0,1.000,,,0,0,0.44,1.24,0.06,1.22,,,,,,,1,,gonzawi02
1173,Samad Taylor,26,SEA,AL,3,2,1,20.0,6,6,0,0,0,1.000,1,60,0,0,2.70,2.30,2.00,2.27,,,,,,,/98H,,taylosa04
1174,Tyler Callihan,25,CIN,NL,4,3,0,19.2,3,2,1,0,0,1.000,-1,-73,-1,-61,1.37,2.56,0.75,2.70,,,,,,,/74,,callity01
1175,Yaramil Hiraldo,29,BAL,AL,18,0,0,19.2,3,1,1,1,0,.667,,,-1,-10,0.92,1.24,0.11,1.22,,,,,,,1,,hiralya01
1176,Paul Sewald,35,2TM,AL,22,0,0,19.2,1,0,0,1,0,.000,,,0,0,0.00,1.24,0.00,1.22,,,,,,,1,,sewalpa01
1176,Paul Sewald,35,CLE,AL,18,0,0,15.1,1,0,0,1,0,.000,,,0,0,0.00,1.23,0.00,1.22,,,,,,,1,,sewalpa01
1176,Paul Sewald,35,DET,AL,4,0,0,4.1,0,0,0,0,0,,,,0,0,0.00,1.25,0.00,1.23,,,,,,,/1,,sewalpa01
1177,Elvin Rodríguez,27,2TM,2LG,7,2,0,19.2,3,1,1,1,0,.667,,,0,0,0.92,1.33,0.29,1.33,,,,,,,/1,,rodriel02
1177,Elvin Rodríguez,27,MIL,NL,6,2,0,18.2,3,1,1,1,0,.667,,,0,0,0.96,1.35,0.33,1.35,,,,,,,/1,,rodriel02
1177,Elvin Rodríguez,27,BAL,AL,1,0,0,1.0,0,0,0,0,0,,,,0,0,0.00,0.90,0.00,1.20,,,,,,,/1,,rodriel02
1178,Tyler Black,24,MIL,NL,4,1,1,19.1,11,10,0,1,2,.909,-1,-56,-1,-62,4.66,5.68,2.50,5.15,,,,,,,/H379,,blackty01
1179,Connelly Early,23,BOS,AL,4,4,0,19.1,2,0,2,0,0,1.000,,,0,0,0.93,1.26,0.50,1.23,,,,,,,/1,,earlyco01
1180,José Suarez,27,ATL,NL,7,1,0,19.1,5,3,2,0,0,1.000,,,0,0,2.33,1.35,0.71,1.36,,,,,,,/1,,suarejo01
1181,Jesús Tinoco,30,MIA,NL,20,0,0,19.1,5,2,3,0,0,1.000,,,0,0,2.33,1.35,0.25,1.35,,,,,,,1,,tinocje01
1182,Luis Curvelo,24,TEX,AL,17,0,0,19.0,3,0,3,0,0,1.000,,,1,11,1.42,1.23,0.18,1.22,,,,,,,1,,curvelu01
1183,Edgardo Henriquez,23,LAD,NL,22,0,0,19.0,6,1,3,2,1,.667,,,0,0,1.89,1.37,0.18,1.35,,,,,,,1,,henried01
1184,Luis Peralta,24,COL,NL,22,0,0,19.0,2,1,1,0,0,1.000,,,0,0,0.95,1.37,0.09,1.35,,,,,,,1,,perallu01
1185,Hunter Stratton,28,2TM,NL,15,0,0,19.0,4,4,0,0,0,1.000,,,0,0,1.89,1.37,0.27,1.35,,,,,,,1,,strathu01
1185,Hunter Stratton,28,PIT,NL,3,0,0,2.2,0,0,0,0,0,,,,0,0,0.00,1.35,0.00,1.37,,,,,,,/1,,strathu01
1185,Hunter Stratton,28,ATL,NL,12,0,0,16.1,4,4,0,0,0,1.000,,,0,0,2.20,1.38,0.33,1.35,,,,,,,1,,strathu01
1186,Julian Merryweather,33,CHC,NL,21,0,0,18.2,2,0,1,1,0,.500,,,0,0,0.48,1.35,0.05,1.35,,,,,,,1,,merryju01
1187,Jonah Tong,22,NYM,NL,5,5,0,18.2,3,0,2,1,0,.667,,,-1,-11,0.96,1.35,0.40,1.36,,,,,,,/1,,tongjo01
1188,Jake Eder,26,LAA,AL,8,0,0,18.1,1,0,1,0,1,1.000,,,0,0,0.49,1.23,0.13,1.23,,,,,,,/1,,ederja01
1189,Sam Moll,33,CIN,NL,23,0,0,18.1,1,0,1,0,1,1.000,,,-1,-11,0.49,1.37,0.04,1.35,,,,,,,1,,mollsa01
1190,Carter Kieboom,27,LAA,AL,3,2,2,18.0,15,14,0,1,0,.933,-1,-87,-2,-133,7.00,8.05,4.67,7.93,,,,,,,/3H,,kieboca01
1191,Corbin Martin,29,BAL,AL,17,0,0,18.0,4,1,2,1,0,.750,,,-1,-11,1.50,1.25,0.18,1.22,,,,,,,1,,martico02
1192,Donovan Walton,31,PHI,NL,2,2,2,18.0,6,3,3,0,1,1.000,-1,-40,0,0,3.00,4.10,3.00,4.05,,,,,,,/4,,waltodo01
1193,Michael Petersen,31,2TM,NL,15,0,0,18.0,1,1,0,0,0,1.000,,,0,0,0.50,1.35,0.07,1.35,,,,,,,1,,petermi01
